Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-03-26 15:49:28.560 -0400,"Failure",0:00:20,1,0,1,"20240326_154928.560/LogFile.txt","","File Not Found -- waitfor Error - Could Not Open Image: MyRefreshIcon",0
2024-03-26 15:52:16.719 -0400,"Success",0:00:12,0,0,0,"20240326_155216.719/LogFile.txt","","",1
2024-07-18 11:20:27.542 -0400,"Aborted",0:00:31,1,0,1,"20240718_112027.542/LogFile.txt","","",0
2025-02-25 14:36:08.322 -0500,"Aborted",0:00:13,1,0,1,"20250225_143608.322/LogFile.txt","","",0
2025-02-26 09:23:53.447 -0500,"Success",0:00:04,0,0,0,"20250226_092353.447/LogFile.txt","","",1
2025-02-26 09:30:41.805 -0500,"Success",0:00:04,0,0,0,"20250226_093041.805/LogFile.txt","","",1
2025-02-26 09:32:12.779 -0500,"Success",0:00:04,0,0,0,"20250226_093212.779/LogFile.txt","","",1
2025-02-26 09:34:00.573 -0500,"Aborted",0:00:13,1,0,1,"20250226_093400.573/LogFile.txt","","",0
