Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-07-11 13:12:24.790 -0400,"Failure",0:00:02,1,0,1,"20240711_131224.790/LogFile.txt","","File Not Found -- click Error - Could Not Open Image: Win10_StartButton",0
2024-07-11 13:15:02.794 -0400,"Failure",0:00:03,1,0,1,"20240711_131502.794/LogFile.txt","","File Not Found -- waitfor Error - Could Not Open Image: XAMPP_Icon_sm",0
2024-07-18 09:45:13.253 -0400,"Success",0:00:12,0,1,0,"20240718_094513.253/LogFile.txt","","",2
