2024-07-17 13:39:22.550 -0400	START		Running OpenEMR_PatientCreation.script
2024-07-17 13:39:22.800 -0400	Connect		NewTower:(null)	7	on_openemr_initialstate	OpenEMR_InitialState.script
2024-07-17 13:39:42.841 -0400	Log		The search rectangle is [[979,296],[1229,316]]	17	function_returnsearchrectangle	C:/ScriptRepositories/HelperSuite.suite/Scripts/HandlerGarage.script
2024-07-17 13:39:42.986 -0400	readtext		(979,296,1229,316)	6	on_checkprovidercalendar	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:42.992 -0400	LogSuccess		The correct provider schedule is displayed	8	on_checkprovidercalendar	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:43.157 -0400	imagerectangle	OpenEMR_UserIcon	at [1866,126,1895,155]	3	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:43.273 -0400	click		at (1880, 140)	4	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:43.368 -0400	typetext		[escape]	5	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:43.549 -0400	readtext		(1746,176,1895,205)	7	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:43.555 -0400	LogWarning		You have NOT successfully logged in 	11	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:43.681 -0400	click		at (800, 200)	13	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:51.310 -0400	imagerectangle	OpenEMR_UserIcon	at [1866,126,1895,155]	3	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:51.425 -0400	click		at (1880, 140)	4	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:51.534 -0400	typetext		[escape]	5	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:51.686 -0400	readtext		(1746,176,1895,205)	7	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:51.692 -0400	LogWarning		You have NOT successfully logged in 	11	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:51.816 -0400	click		at (800, 200)	13	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:56.184 -0400	imagerectangle	OpenEMR_UserIcon	at [1866,126,1895,155]	3	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:56.300 -0400	click		at (1880, 140)	4	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:56.409 -0400	typetext		[escape]	5	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:56.582 -0400	readtext		(1746,176,1895,205)	7	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:56.587 -0400	LogWarning		You have NOT successfully logged in 	11	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:39:56.704 -0400	click		at (800, 200)	13	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:40:01.941 -0400	imagerectangle	OpenEMR_UserIcon	at [1866,126,1895,155]	3	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:40:02.058 -0400	click		at (1880, 140)	4	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:40:02.169 -0400	typetext		[escape]	5	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:40:02.343 -0400	readtext		(1746,176,1895,205)	7	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:40:02.351 -0400	LogWarning		You have NOT successfully logged in 	11	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:40:02.468 -0400	click		at (800, 200)	13	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:40:36.226 -0400	imagerectangle	OpenEMR_UserIcon	at [1866,126,1895,155]	3	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:40:36.376 -0400	click		at (1880, 140)	4	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:40:36.486 -0400	typetext		[escape]	5	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:40:36.703 -0400	readtext		(1746,146,1895,205)	7	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:40:36.713 -0400	LogWarning		You have NOT successfully logged in 	11	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:40:36.834 -0400	click		at (800, 200)	13	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:41:25.870 -0400	imagerectangle	OpenEMR_UserIcon	at [1866,126,1895,155]	3	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:41:25.988 -0400	click		at (1880, 140)	4	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:41:26.098 -0400	typetext		[escape]	5	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:41:26.304 -0400	readtext		(1746,146,1895,205)	7	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:41:26.311 -0400	LogSuccess		You have successfully logged in	9	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:41:26.444 -0400	click		at (800, 200)	13	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:41:57.646 -0400	imagerectangle	OpenEMR_UserIcon	at [1866,126,1895,155]	3	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:41:57.796 -0400	click		at (1880, 140)	4	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:41:57.905 -0400	typetext		[escape]	5	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:41:58.095 -0400	readtext		(1746,146,1895,205)	7	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:41:58.101 -0400	LogSuccess		You have successfully logged in	9	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:41:58.218 -0400	click		at (800, 200)	13	on_checkloginusername	OpenEMR_VerifyLoginUserAndProviderSchedule.script
2024-07-17 13:42:05.975 -0400	EndTestCase		(Duration:"163.418", Errors:"1", Exceptions:"0", StartTime:"2024-07-17 13:39:22 -0400", Successes:"3", TestCase:"OpenEMR_PatientCreation.script", Warnings:"5")
2024-07-17 13:42:05.994 -0400	ABORTED		Execution Time 0:02:43 OpenEMR_PatientCreation.script
